@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{  "Driving", "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing", "Still" }

@data
0.04,0.21,0.52,0.21,0.03,0.03,0.20,0.50,0.23,0.04,0.02,0.23,0.40,0.29,0.05,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.20,0.52,0.22,0.02,0.04,0.23,0.52,0.19,0.02,0.06,0.32,0.38,0.21,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.20,0.54,0.20,0.03,0.04,0.24,0.54,0.16,0.02,0.02,0.19,0.39,0.34,0.07,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.04,0.21,0.52,0.19,0.04,0.04,0.25,0.55,0.15,0.01,0.02,0.18,0.41,0.34,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.09,0.29,0.42,0.18,0.02,0.05,0.23,0.54,0.17,0.01,0.03,0.17,0.42,0.34,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.08,0.35,0.38,0.17,0.02,0.05,0.23,0.46,0.24,0.02,0.03,0.17,0.44,0.32,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.00,0.00,0.00,0.00,0.99,0.98,0.02,0.00,0.00,0.00,0.68,0.32,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.00,1.00,0.86,0.14,0.00,0.00,0.00,0.68,0.31,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.00,1.00,0.85,0.15,0.00,0.00,0.00,0.68,0.32,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.07,0.32,0.38,0.21,0.03,0.01,0.12,0.29,0.45,0.13,0.07,0.23,0.42,0.23,0.05,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.05,0.27,0.43,0.21,0.04,0.01,0.10,0.33,0.43,0.12,0.06,0.28,0.40,0.21,0.05,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.06,0.26,0.44,0.20,0.04,0.07,0.27,0.42,0.22,0.02,0.12,0.32,0.35,0.18,0.03,-0.13,0.13,9.46,0.02,0.02,0.02,7.57,Still
0.07,0.27,0.44,0.18,0.03,0.15,0.29,0.37,0.17,0.02,0.10,0.31,0.29,0.24,0.07,-0.13,0.13,9.45,0.02,0.01,0.02,7.56,Still
0.08,0.33,0.44,0.13,0.02,0.01,0.12,0.44,0.35,0.08,0.11,0.36,0.39,0.13,0.01,-0.13,0.13,9.45,0.02,0.02,0.02,7.56,Still
0.98,0.02,0.00,0.00,0.00,0.85,0.15,0.00,0.00,0.00,0.87,0.13,0.00,0.00,0.00,-0.13,0.13,9.45,0.02,0.02,0.03,7.56,Still
0.94,0.06,0.00,0.00,0.00,0.80,0.20,0.00,0.00,0.00,0.84,0.16,0.00,0.00,0.00,-0.13,0.14,9.46,0.02,0.02,0.03,7.57,Still
0.94,0.06,0.00,0.00,0.00,0.81,0.19,0.00,0.00,0.00,0.81,0.19,0.00,0.00,0.00,-0.13,0.14,9.46,0.02,0.02,0.03,7.57,Still
0.92,0.08,0.00,0.00,0.00,0.92,0.07,0.00,0.00,0.00,0.78,0.22,0.00,0.00,0.00,-0.13,0.14,9.46,0.02,0.02,0.03,7.57,Still
0.01,0.18,0.51,0.25,0.04,0.01,0.15,0.36,0.37,0.11,0.05,0.34,0.47,0.13,0.01,-0.13,0.14,9.46,0.02,0.02,0.02,7.57,Still
0.08,0.31,0.42,0.16,0.03,0.02,0.16,0.41,0.32,0.10,0.04,0.36,0.47,0.13,0.01,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.08,0.31,0.43,0.15,0.04,0.02,0.17,0.40,0.34,0.08,0.04,0.33,0.48,0.14,0.01,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.22,0.44,0.23,0.06,0.01,0.14,0.42,0.35,0.07,0.02,0.19,0.46,0.26,0.07,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.06,0.23,0.41,0.24,0.07,0.02,0.18,0.52,0.27,0.02,0.04,0.25,0.43,0.23,0.06,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.22,0.39,0.28,0.07,0.01,0.17,0.54,0.26,0.02,0.08,0.29,0.38,0.20,0.05,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.22,0.38,0.30,0.06,0.01,0.13,0.54,0.29,0.04,0.02,0.23,0.44,0.26,0.06,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.20,0.36,0.31,0.08,0.01,0.08,0.45,0.40,0.07,0.02,0.24,0.43,0.25,0.06,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.02,0.17,0.35,0.36,0.09,0.01,0.09,0.45,0.36,0.10,0.01,0.12,0.42,0.37,0.08,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.03,0.17,0.37,0.33,0.10,0.01,0.09,0.43,0.37,0.09,0.01,0.11,0.39,0.39,0.10,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.22,0.40,0.29,0.06,0.06,0.25,0.41,0.23,0.06,0.01,0.11,0.34,0.44,0.11,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.25,0.41,0.26,0.05,0.06,0.24,0.39,0.25,0.06,0.01,0.09,0.42,0.38,0.10,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.05,0.30,0.36,0.24,0.05,0.03,0.21,0.41,0.29,0.05,0.02,0.20,0.46,0.29,0.04,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.04,0.30,0.37,0.25,0.04,0.01,0.17,0.50,0.29,0.02,0.02,0.13,0.47,0.31,0.07,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.03,0.23,0.40,0.28,0.04,0.01,0.18,0.50,0.28,0.01,0.02,0.14,0.46,0.32,0.06,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.03,0.22,0.40,0.31,0.04,0.02,0.22,0.57,0.17,0.01,0.02,0.16,0.47,0.31,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.21,0.41,0.33,0.04,0.09,0.41,0.41,0.09,0.01,0.02,0.14,0.42,0.33,0.08,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.20,0.40,0.32,0.06,0.07,0.36,0.45,0.11,0.01,0.03,0.23,0.45,0.25,0.05,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.00,1.00,0.98,0.01,0.00,0.00,0.00,0.72,0.28,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.00,1.00,0.98,0.02,0.00,0.00,0.00,0.79,0.20,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.03,0.03,7.57,Still
0.00,0.00,0.00,0.00,1.00,0.99,0.01,0.00,0.00,0.00,0.72,0.28,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.58,Still
0.00,0.00,0.00,0.00,1.00,0.99,0.01,0.00,0.00,0.00,0.72,0.28,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.58,Still
0.09,0.40,0.33,0.15,0.03,0.05,0.26,0.44,0.24,0.02,0.05,0.22,0.43,0.25,0.06,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.02,0.21,0.47,0.25,0.04,0.03,0.27,0.45,0.24,0.01,0.06,0.24,0.43,0.22,0.05,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.02,0.21,0.47,0.26,0.04,0.04,0.30,0.46,0.19,0.01,0.07,0.22,0.45,0.21,0.04,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.01,0.18,0.49,0.29,0.04,0.08,0.34,0.46,0.11,0.01,0.07,0.33,0.44,0.14,0.02,-0.13,0.13,9.47,0.01,0.01,0.02,7.58,Still
0.01,0.15,0.51,0.29,0.05,0.08,0.35,0.46,0.10,0.01,0.00,0.00,0.00,0.05,0.94,-0.13,0.13,9.46,0.01,0.01,0.04,7.57,Still
0.04,0.24,0.50,0.17,0.04,0.06,0.34,0.44,0.14,0.02,0.00,0.00,0.00,0.05,0.95,-0.13,0.13,9.46,0.01,0.02,0.04,7.57,Still
0.05,0.24,0.50,0.17,0.05,0.02,0.16,0.45,0.34,0.03,0.00,0.00,0.00,0.05,0.95,-0.13,0.13,9.46,0.01,0.01,0.03,7.57,Still
0.06,0.24,0.46,0.20,0.04,0.02,0.15,0.46,0.30,0.06,0.00,0.00,0.00,0.01,0.99,-0.13,0.13,9.46,0.01,0.02,0.03,7.57,Still
0.08,0.28,0.40,0.20,0.04,0.02,0.26,0.51,0.20,0.02,0.05,0.25,0.44,0.22,0.04,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.07,0.24,0.39,0.26,0.06,0.01,0.29,0.48,0.19,0.02,0.05,0.25,0.45,0.22,0.04,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.05,0.25,0.40,0.26,0.04,0.02,0.31,0.45,0.20,0.02,0.06,0.27,0.43,0.20,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.24,0.41,0.26,0.04,0.01,0.19,0.37,0.35,0.07,0.07,0.27,0.41,0.20,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.26,0.44,0.24,0.03,0.02,0.20,0.41,0.32,0.04,0.06,0.27,0.40,0.21,0.06,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.02,0.23,0.45,0.26,0.04,0.02,0.22,0.40,0.31,0.05,0.08,0.34,0.39,0.16,0.02,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.02,0.24,0.46,0.24,0.04,0.02,0.22,0.46,0.25,0.05,0.09,0.34,0.38,0.17,0.02,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.02,0.20,0.44,0.30,0.04,0.03,0.21,0.46,0.25,0.05,0.12,0.32,0.39,0.16,0.02,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.04,0.21,0.48,0.24,0.03,0.05,0.26,0.45,0.20,0.04,0.10,0.33,0.40,0.15,0.02,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.04,0.22,0.44,0.26,0.04,0.04,0.22,0.44,0.26,0.04,0.08,0.28,0.39,0.22,0.04,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.02,0.16,0.43,0.33,0.06,0.04,0.27,0.41,0.23,0.04,0.09,0.31,0.39,0.17,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.02,0.16,0.44,0.32,0.06,0.04,0.26,0.41,0.24,0.05,0.10,0.33,0.35,0.18,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.02,0.17,0.47,0.29,0.05,0.05,0.24,0.46,0.18,0.06,0.08,0.30,0.41,0.16,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.03,0.17,0.42,0.30,0.08,0.05,0.22,0.41,0.27,0.05,0.03,0.24,0.45,0.23,0.05,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.06,0.25,0.41,0.23,0.05,0.05,0.21,0.37,0.32,0.05,0.03,0.21,0.48,0.24,0.05,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.07,0.25,0.39,0.23,0.05,0.05,0.19,0.39,0.32,0.05,0.04,0.23,0.51,0.21,0.01,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.23,0.39,0.28,0.06,0.04,0.19,0.37,0.33,0.07,0.09,0.32,0.43,0.16,0.01,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.03,0.18,0.35,0.34,0.10,0.04,0.19,0.38,0.31,0.08,0.08,0.32,0.42,0.16,0.02,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.06,0.26,0.42,0.24,0.03,0.05,0.21,0.33,0.34,0.07,0.01,0.17,0.50,0.29,0.03,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.26,0.41,0.24,0.04,0.04,0.22,0.38,0.30,0.06,0.02,0.22,0.52,0.23,0.01,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.06,0.36,0.43,0.14,0.01,0.05,0.24,0.38,0.28,0.05,0.02,0.21,0.49,0.27,0.01,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.05,0.31,0.42,0.21,0.02,0.05,0.23,0.41,0.26,0.05,0.08,0.36,0.43,0.12,0.01,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.05,0.32,0.42,0.20,0.01,0.09,0.35,0.40,0.15,0.01,0.07,0.33,0.44,0.15,0.01,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.65,0.35,0.00,0.00,0.00,0.94,0.06,0.00,0.00,0.00,0.56,0.44,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.64,0.36,0.00,0.00,0.00,0.94,0.06,0.00,0.00,0.00,0.53,0.47,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.66,0.34,0.00,0.00,0.00,0.94,0.06,0.00,0.00,0.00,0.54,0.45,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.56,0.44,0.00,0.00,0.00,0.94,0.06,0.00,0.00,0.00,0.53,0.46,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.03,0.25,0.44,0.24,0.05,0.07,0.24,0.43,0.23,0.03,0.04,0.27,0.43,0.22,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.24,0.43,0.25,0.05,0.07,0.24,0.42,0.23,0.03,0.06,0.27,0.41,0.23,0.03,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.01,0.99,0.99,0.01,0.00,0.00,0.00,0.57,0.43,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.00,1.00,0.99,0.00,0.00,0.00,0.00,0.58,0.42,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.00,0.99,0.98,0.02,0.00,0.00,0.00,0.55,0.44,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.01,0.98,0.97,0.03,0.00,0.00,0.00,0.60,0.40,0.00,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.05,0.29,0.43,0.20,0.03,0.01,0.08,0.41,0.42,0.07,0.02,0.11,0.42,0.34,0.10,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.04,0.27,0.45,0.21,0.03,0.01,0.17,0.51,0.28,0.03,0.03,0.21,0.44,0.27,0.05,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.05,0.26,0.44,0.21,0.04,0.01,0.17,0.49,0.30,0.03,0.03,0.22,0.41,0.30,0.05,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.06,0.26,0.45,0.21,0.03,0.01,0.18,0.45,0.32,0.05,0.07,0.26,0.37,0.25,0.04,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.03,0.24,0.43,0.26,0.03,0.03,0.20,0.44,0.29,0.03,0.05,0.20,0.36,0.30,0.08,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.03,0.18,0.38,0.34,0.07,0.03,0.18,0.48,0.28,0.03,0.07,0.24,0.40,0.25,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.04,0.15,0.39,0.36,0.05,0.03,0.20,0.47,0.28,0.03,0.07,0.23,0.44,0.22,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.19,0.43,0.32,0.04,0.05,0.29,0.41,0.22,0.04,0.04,0.18,0.45,0.27,0.06,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.03,0.19,0.43,0.31,0.05,0.05,0.31,0.42,0.18,0.04,0.04,0.16,0.47,0.28,0.04,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.03,0.21,0.41,0.29,0.06,0.04,0.25,0.45,0.20,0.06,0.04,0.25,0.49,0.19,0.02,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.03,0.22,0.39,0.31,0.05,0.07,0.28,0.42,0.19,0.04,0.06,0.33,0.46,0.13,0.02,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.04,0.22,0.44,0.25,0.05,0.03,0.22,0.48,0.24,0.03,0.06,0.29,0.48,0.15,0.02,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.03,0.23,0.45,0.23,0.05,0.03,0.20,0.46,0.27,0.04,0.06,0.28,0.48,0.16,0.02,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.01,0.14,0.47,0.33,0.06,0.03,0.21,0.45,0.26,0.04,0.05,0.29,0.46,0.18,0.03,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.01,0.12,0.45,0.36,0.07,0.03,0.22,0.41,0.28,0.06,0.05,0.29,0.47,0.17,0.02,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.01,0.10,0.44,0.37,0.07,0.05,0.28,0.35,0.25,0.08,0.04,0.29,0.45,0.19,0.03,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.01,0.12,0.38,0.39,0.11,0.05,0.26,0.37,0.25,0.07,0.03,0.19,0.41,0.28,0.09,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.04,0.23,0.38,0.28,0.06,0.05,0.24,0.38,0.26,0.07,0.04,0.27,0.45,0.19,0.04,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.03,0.23,0.37,0.30,0.07,0.06,0.25,0.41,0.23,0.06,0.05,0.28,0.41,0.22,0.04,-0.13,0.13,9.47,0.01,0.01,0.02,7.58,Still
0.03,0.19,0.39,0.30,0.10,0.04,0.24,0.46,0.22,0.03,0.03,0.22,0.46,0.25,0.05,-0.13,0.13,9.47,0.01,0.01,0.02,7.58,Still
0.05,0.22,0.39,0.29,0.05,0.06,0.24,0.47,0.20,0.03,0.03,0.19,0.42,0.27,0.09,-0.13,0.13,9.47,0.01,0.01,0.02,7.58,Still
0.05,0.23,0.41,0.27,0.05,0.05,0.24,0.45,0.21,0.04,0.03,0.15,0.34,0.35,0.13,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.05,0.24,0.42,0.25,0.04,0.02,0.18,0.44,0.30,0.05,0.03,0.18,0.33,0.36,0.09,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.03,0.18,0.44,0.30,0.05,0.00,0.00,0.00,0.00,0.99,0.76,0.24,0.00,0.00,0.00,-0.13,0.13,9.47,0.01,0.02,0.03,7.58,Still
0.03,0.15,0.45,0.32,0.05,0.00,0.00,0.00,0.03,0.97,0.77,0.23,0.00,0.00,0.00,-0.13,0.13,9.47,0.01,0.02,0.03,7.57,Still
0.01,0.13,0.42,0.37,0.07,0.00,0.00,0.00,0.03,0.96,0.81,0.19,0.00,0.00,0.00,-0.13,0.13,9.47,0.01,0.02,0.03,7.57,Still
0.01,0.11,0.44,0.37,0.07,0.00,0.00,0.00,0.03,0.96,0.80,0.19,0.00,0.00,0.00,-0.13,0.13,9.47,0.01,0.02,0.03,7.57,Still
0.01,0.11,0.47,0.37,0.04,0.07,0.33,0.41,0.18,0.02,0.03,0.27,0.43,0.22,0.04,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.05,0.53,0.41,0.01,0.00,0.94,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.35,-0.13,0.13,9.47,0.01,0.02,0.03,7.57,Still
0.12,0.63,0.24,0.01,0.00,0.94,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.32,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.11,0.59,0.28,0.01,0.00,0.94,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.34,-0.13,0.13,9.46,0.01,0.02,0.03,7.57,Still
0.14,0.58,0.27,0.01,0.00,0.94,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.46,-0.13,0.13,9.46,0.01,0.02,0.03,7.57,Still
0.06,0.22,0.50,0.20,0.03,0.05,0.24,0.40,0.25,0.06,0.02,0.19,0.47,0.28,0.04,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.00,0.00,0.00,0.00,1.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.79,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.00,1.00,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.80,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.00,1.00,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.80,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.00,1.00,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.79,-0.13,0.13,9.47,0.02,0.02,0.03,7.57,Still
0.05,0.22,0.44,0.24,0.04,0.04,0.24,0.45,0.23,0.04,0.03,0.20,0.47,0.25,0.05,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.02,0.17,0.37,0.38,0.05,0.07,0.30,0.40,0.19,0.03,0.03,0.22,0.48,0.23,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.02,0.16,0.38,0.37,0.07,0.05,0.31,0.45,0.16,0.03,0.02,0.18,0.45,0.28,0.07,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.02,0.16,0.36,0.37,0.09,0.06,0.33,0.44,0.16,0.01,0.03,0.22,0.44,0.25,0.06,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.05,0.95,0.00,0.00,0.00,0.21,0.79,0.41,0.59,0.01,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.58,Still
0.00,0.00,0.00,0.05,0.95,0.00,0.00,0.00,0.21,0.78,0.42,0.57,0.01,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.58,Still
0.00,0.00,0.00,0.03,0.96,0.00,0.00,0.00,0.17,0.83,0.51,0.48,0.01,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.58,Still
0.00,0.00,0.00,0.06,0.94,0.00,0.00,0.00,0.18,0.82,0.41,0.58,0.01,0.00,0.00,-0.13,0.13,9.47,0.02,0.02,0.03,7.58,Still
0.06,0.25,0.41,0.23,0.05,0.04,0.24,0.47,0.22,0.04,0.03,0.22,0.43,0.27,0.04,-0.13,0.13,9.47,0.01,0.02,0.02,7.58,Still
0.07,0.25,0.43,0.20,0.05,0.05,0.21,0.50,0.21,0.03,0.02,0.24,0.45,0.23,0.05,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.07,0.27,0.41,0.19,0.05,0.06,0.24,0.47,0.20,0.02,0.03,0.28,0.44,0.21,0.03,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.07,0.25,0.42,0.21,0.06,0.05,0.25,0.49,0.19,0.02,0.06,0.30,0.45,0.16,0.03,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.07,0.21,0.44,0.20,0.07,0.05,0.27,0.38,0.24,0.06,0.01,0.11,0.52,0.32,0.04,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.07,0.22,0.44,0.22,0.05,0.05,0.32,0.35,0.21,0.06,0.01,0.09,0.48,0.38,0.03,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.02,0.16,0.44,0.30,0.07,0.11,0.30,0.37,0.19,0.03,0.01,0.07,0.44,0.42,0.06,-0.13,0.13,9.47,0.01,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.08,0.92,0.91,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.09,0.91,0.85,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.46,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.09,0.91,0.84,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,-0.13,0.13,9.46,0.02,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.09,0.90,0.81,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.56,-0.13,0.13,9.46,0.02,0.02,0.02,7.57,Still
0.00,0.00,0.00,0.33,0.66,0.00,0.00,0.00,0.24,0.75,0.60,0.39,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.34,0.65,0.00,0.00,0.00,0.26,0.74,0.59,0.40,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.31,0.69,0.00,0.00,0.00,0.11,0.89,0.59,0.41,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.00,0.00,0.00,0.15,0.85,0.00,0.00,0.00,0.11,0.88,0.63,0.37,0.00,0.00,0.00,-0.13,0.13,9.46,0.02,0.02,0.03,7.57,Still
0.04,0.26,0.46,0.21,0.02,0.04,0.23,0.44,0.24,0.05,0.05,0.18,0.39,0.29,0.08,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.04,0.21,0.44,0.24,0.06,0.03,0.22,0.42,0.28,0.05,0.05,0.15,0.41,0.31,0.09,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.03,0.21,0.45,0.25,0.06,0.03,0.23,0.45,0.25,0.04,0.01,0.12,0.37,0.37,0.11,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.07,0.31,0.38,0.21,0.03,0.03,0.23,0.45,0.26,0.02,0.01,0.14,0.37,0.38,0.10,-0.13,0.13,9.47,0.01,0.01,0.02,7.57,Still
0.10,0.34,0.32,0.20,0.03,0.05,0.20,0.47,0.26,0.02,0.01,0.14,0.36,0.38,0.11,-0.13,0.13,9.46,0.01,0.01,0.02,7.57,Still
0.09,0.37,0.37,0.14,0.03,0.03,0.20,0.49,0.25,0.04,0.07,0.30,0.41,0.20,0.02,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
0.09,0.35,0.37,0.15,0.04,0.03,0.14,0.39,0.37,0.08,0.07,0.29,0.42,0.20,0.02,-0.13,0.13,9.46,0.01,0.02,0.02,7.57,Still
